entity_name,address,floor,borough,state,zip,aed_num_person_trained,aed_num_aeds,latitude,longitude,community_district,council_district,census_tract_2010,nta_code,bbl,bin,location_point
"Marsh & McLennan - Marsh USA - New York, NY",1166 AVENUE OF THE AMERICAS,Floor 36,Manhattan,New York,10036,54,17,40.75699693,-73.98252614,105,4,9600,MN17,1012617501,1071414,POINT (-73.98252614 40.75699693)
P751M @ M323 (M323),75 Morton Street,Outside Room 310,Manhattan,New York,10014,5,1,40.73099141,-74.00719103,102,3,6900,MN23,1006030049,1010407,POINT (-74.00719103 40.73099141)
El Puente Academy for Peace and Justice,250 Hooper Street,Main Entrance,Brooklyn,New York,11211,3,1,40.70589038,-73.95561137,301,33,52900,BK72,3022070002,3379706,POINT (-73.95561137 40.70589038)
I.S. 125 Thom J. McCann Woodside,46-02 47 Avenue,"new wing, outside room 135",Queens,New York,11377,22,1,40.74112412,-73.91894512,402,26,23500,QN31,4022840006,4052874,POINT (-73.91894512 40.74112412)
Lincoln Center Theater,150 West 65th Street,Mitzi E New House,Manhattan,New York,10023,25,1,40.7738692,-73.98423306,107,6,14900,MN14,1011340025,1028832,POINT (-73.98423306 40.7738692)
Brownsville Ascend Charter Lower School,1501 Pitkin Avenue,3rd Floor elevator legion st,Brooklyn,New York,11212,4,1,40.66859294,-73.9181216,316,41,90000,BK81,3034920001,3080697,POINT (-73.9181216 40.66859294)
"Mutual Redevelopment Houses, Inc - Main Office",321 8 AVENUE,-,Manhattan,New York,10011,38,1,40.74710885,-73.99717775,104,3,9300,MN13,1007490024,1083599,POINT (-73.99717775 40.74710885)
P.S. 128 Audubon,560 West 169 Street,FRONT ENTRANCE BY SCHOOL SAFETY,Manhattan,New York,10032,10,1,40.84135266,-73.93859195,112,10,25100,MN36,1021250001,1062994,POINT (-73.93859195 40.84135266)
Kennedy Senior Center,34 West 134th Street,Program Director''s Office,Manhattan,New York,10037,3,1,40.81269538,-73.93964447,110,9,21200,MN03,1017300016,1083985,POINT (-73.93964447 40.81269538)
New York City Lab Middle School for Collaborative Studies,333 WEST 17 STREET,CHAMPS,Manhattan,New York,10011,8,1,40.74212163,-74.00219773,104,3,8300,MN13,1007410010,1079152,POINT (-74.00219773 40.74212163)
Hearst Corporation,300 West 57th Street,1st,Manhattan,New York,10019,39,1,40.76643902,-73.98332508,104,6,13900,MN15,1010477502,1025451,POINT (-73.98332508 40.76643902)
"National Holdings Corporation - New York, NY",200 VESEY STREET,25th Floor,Manhattan,New York,10285,7,1,40.71443965,-74.01549311,101,1,31703,MN25,1000160140,1000059,POINT (-74.01549311 40.71443965)
Forest Park Senior Center,89-02 91st Street,Administrators'' Office,Queens,New York,11421,2,1,40.69044765,-73.85294608,409,32,1800,QN53,4089720004,4185709,POINT (-73.85294608 40.69044765)
P.S./M.S. 200 - The Pomonok School & STAR Academy,70-10 164 Street,1st Floor outside auditorium,Queens,New York,11365,9,1,40.73136132,-73.80511575,408,24,122701,QN38,4067890001,4146990,POINT (-73.80511575 40.73136132)
Equinox,125 WEST 41 STREET,N/A,Manhattan,New York,10036,16,2,40.75457373,-73.98553342,105,4,11300,MN17,1009947501,1090617,POINT (-73.98553342 40.75457373)
Yankee Stadiun,6 EAST 161 STREET,200,Bronx,New York,10451,20,1,40.82944609,-73.92922955,204,16,18900,BX26,2024990108,2117452,POINT (-73.92922955 40.82944609)
Cobble Hill School of American Studies,347 Baltic Street,"2nd Floor, Outside Main Office",Brooklyn,New York,11201,10,1,40.68451684,-73.99099317,306,39,6900,BK38,3003970011,3006356,POINT (-73.99099317 40.68451684)
Tishman Speyer Properties,10 ROCKEFELLER PLAZA,1st floor / fire command,Manhattan,New York,10020,10,1,40.75809702,-73.97916529,105,4,9600,MN17,1012640005,1077284,POINT (-73.97916529 40.75809702)
P.S. 222 Katherine R. Snyder,3301 Quentin Road,Main Entrance,Brooklyn,New York,11234,6,1,40.61330951,-73.93887097,318,46,64600,BK45,3077060001,3212254,POINT (-73.93887097 40.61330951)
Brooklyn Preschool of Science/ Carmelo the Science Fellow,11 WYCKOFF STREET,1st floor,Brooklyn,New York,11201,8,1,40.6868665,-73.99292192,302,33,6900,BK38,3003847504,3005768,POINT (-73.99292192 40.6868665)
P.S./M.S. 11X498 - Van Nest Academy,1640 Bronxdale Avenue,Outside Rm 204,Bronx,New York,10462,9,1,40.84472348,-73.85820595,211,13,24400,BX37,2040910001,2116414,POINT (-73.85820595 40.84472348)
JASA Canarsie Senior Center,1880 Rockaway Parkway,Director''s Office,Brooklyn,New York,11236,1,1,40.63640578,-73.89261229,318,46,101000,BK50,3082800058,3233705,POINT (-73.89261229 40.63640578)
P.S. 176 Cambria Heights,120-45 235 Street,Second floor rm 259,Queens,New York,11411,6,1,40.68548372,-73.7299817,413,27,61400,QN33,4128200001,4276382,POINT (-73.7299817 40.68548372)
P.S. 220 Edward Mandel,62-10 108 Street,next to room 208,Queens,New York,11375,12,1,40.73651674,-73.85145476,406,24,74500,QN17,4021430001,4051290,POINT (-73.85145476 40.73651674)
Zeta Global,3 PARK AVENUE,33rd Floor cabinet in kitchen panty,Manhattan,New York,10016,12,1,40.74673687,-73.98157606,105,4,7200,MN20,1008897501,1087537,POINT (-73.98157606 40.74673687)
"Abramson Brother, Inc. Realty Investments",71 West 47th Street,10,Manhattan,New York,10036,2,1,40.757553,-73.98066,105,4,96,MN0502,1012630005,1034471,POINT (-73.98066 40.757553)
P.S. 008 Luis Belliard,465 West 167 Street,main entrance,Manhattan,New York,10032,8,1,40.83894732,-73.93683776,112,10,24900,MN36,1021120001,1081842,POINT (-73.93683776 40.83894732)
The Blackstone Group,601 LEXINGTON AVENUE,16th Floor,Manhattan,New York,100221,33,1,40.75845753,-73.97091355,106,4,10000,MN19,1013087501,1036474,POINT (-73.97091355 40.75845753)
KIPP All Middle School,501 Gerard Avenue,outside room 508,Bronx,New York,10451,0,1,40.81844256,-73.92946168,201,8,6300,BX63,2023510040,2129477,POINT (-73.92946168 40.81844256)
Morgan Stanley - ISG - New York Metro - 1585 Broadway - Floor: 22,1585 BROADWAY,-,Manhattan,New York,10036,6,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
U.S Department of Justice,26 FEDERAL PLAZA,Suite 346,Manhattan,New York,10278,1,1,40.71600786,-74.00474364,101,1,3100,MN24,1001560050,1001674,POINT (-74.00474364 40.71600786)
Roosevelt Island Senior Center,546 Main Street,Director''s Office,Manhattan,New York,10044,2,1,40.76183175,-73.94973326,108,5,23801,MN31,1013730030,1083202,POINT (-73.94973326 40.76183175)
Citigroup Corporation Investment Bank-Medical Department:388 Greenwich Street,388 GREENWICH STREET,5th Floor-Emergency Equipment Back Doors of Medical,Manhattan,New York,10013,315,1,40.72065166,-74.01009762,101,1,3900,MN24,1002160001,1082816,POINT (-74.01009762 40.72065166)
P.S./I.S. 187 Hudson Cliffs,349 Cabrini Boulevard,Main Entrance,Manhattan,New York,10040,13,1,40.85673332,-73.93705578,112,10,27300,MN35,1021790365,1064371,POINT (-73.93705578 40.85673332)
The Museum of Modern Art,11 WEST 53 STREET,6th floor / closet / admin office / M60,Manhattan,New York,10019,55,1,40.76099511,-73.97720066,105,4,10400,MN17,1012690020,1081128,POINT (-73.97720066 40.76099511)
P.S. X088 - S. Silverstein Little Sparrow School,1340 Sheridan Avenue,Main Entrance,Bronx,New York,10456,4,1,40.83726886,-73.91357288,204,16,17902,BX14,2028300017,2094533,POINT (-73.91357288 40.83726886)
P.S. 39 Francis J. Murphy Jr.,99 MacFarland Ave.,main entrance,Staten Island,New York,10305,9,1,40.59764539,-74.0700521,502,50,2002,SI14,5030970014,5045488,POINT (-74.0700521 40.59764539)
P.S. 032 Belmont,690 East 183 Street,mini school,Bronx,New York,10458,13,1,40.8520855,-73.88588995,206,15,39100,BX06,2030850001,2012409,POINT (-73.88588995 40.8520855)
Richard R. Green High School of Teaching,7 Beaver Street,Main Entrance,Manhattan,New York,10004,5,1,40.70501716,-74.01297702,101,1,900,MN25,1000220013,1000811,POINT (-74.01297702 40.70501716)
Trump Place @ 200 RSB,200 RIVERSIDE BOULEVARD,1st floor / spa,Manhattan,New York,10069,8,1,40.77911764,-73.98818198,107,6,15500,MN14,1011717501,1085722,POINT (-73.98818198 40.77911764)
"Cravath, Swaine & Moore, LLP",825 EIGHTH AVENUE,20th floor / G. Mayol office,Manhattan,New York,10019,36,1,40.76206701,-73.98627542,104,3,12700,MN15,1010400029,1076203,POINT (-73.98627542 40.76206701)
ASME,2 PARK AVENUE,7th Floor,Manhattan,New York,10016,16,1,40.74606997,-73.98209233,105,4,7400,MN17,1008620029,1017019,POINT (-73.98209233 40.74606997)
High School for Climate Justice,320 East 96th Street,Outside Room 306B,Manhattan,New York,10128,5,1,40.78361775,-73.94563631,108,8,15601,MN32,1015580034,1050338,POINT (-73.94563631 40.78361775)
Morgan Stanley - 1 NY Plaza - Floor: 09,1 NEW YORK PLAZA,Floor: 09,Manhattan,New York,10004,16,1,40.70253319,-74.01256178,101,1,900,MN25,1000047501,1000005,POINT (-74.01256178 40.70253319)
Morgan Stanley - ISG - New York Metro - 1633 Broadway - Floor: 33,1633 BROADWAY,Floor 33,Manhattan,New York,10019,4,1,40.76156716,-73.98396163,105,3,13100,MN17,1010220043,1024812,POINT (-73.98396163 40.76156716)
The Stahl Organization,225 WEST 106 STREET,Lobby,Manhattan,New York,10025,2,1,40.80111277,-73.96729733,107,7,19500,MN09,1018780012,1056631,POINT (-73.96729733 40.80111277)
Neighborhood Charter School - Harlem @ 421 West 145th Street,421 WEST 145 STREET,Main Entrance,Manhattan,New York,10031,3,1,40.82432226,-73.94543672,109,9,23100,MN04,1020600018,1085780,POINT (-73.94543672 40.82432226)
"Vornado Office Management, LLC",640 FIFTH AVENUE,Lobby,Manhattan,New York,10019,11,1,40.75942509,-73.97712179,105,4,10400,MN17,1012670034,1034516,POINT (-73.97712179 40.75942509)
Morgan Stanley - 1 NY Plaza - Floor: 10,1 NEW YORK PLAZA,Floor: 10,Manhattan,New York,10004,7,1,40.70253319,-74.01256178,101,1,900,MN25,1000047501,1000005,POINT (-74.01256178 40.70253319)
Our World Neighborhood Charter School II,135-25 79th Street,Late Arrivals Entrance 1st Floor staircase  Blue stair,Queens,New York,11414,12,1,40.6720679,-73.85671788,410,32,6202,QN57,4113770001,4541180,POINT (-73.85671788 40.6720679)
Friends Seminary,222 EAST 16 STREET,Annex Lobby,Manhattan,New York,10003,29,1,40.73441897,-73.98577597,106,2,4800,MN21,1008970016,1082120,POINT (-73.98577597 40.73441897)
P.S. 065 Brooklyn,696 Jamaica Avenue,MAIN ENTRANCE,Brooklyn,New York,11208,12,1,40.68713724,-73.87854713,305,37,117601,BK83,3041020019,3397004,POINT (-73.87854713 40.68713724)
Mosaic Pre-K Center at 98-22 55th Avenue (Q437),98-22 55th Avenue,Main Entrance,Queens,New York,11368,3,1,40.73918441,-73.86226013,404,21,44302,QN25,4019070023,4437298,POINT (-73.86226013 40.73918441)
Morgan Stanley - 1585 Broadway - Floor: 28,1585 BROADWAY,Floor: 28,Manhattan,New York,10036,1,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
The Laurel Condominium c/o Solstice Residential Group,400 EAST 67 STREET,Pool,Manhattan,New York,10065,7,1,40.76427802,-73.95831226,108,5,11600,MN31,1014617501,1087926,POINT (-73.95831226 40.76427802)
MacAndrews & Forbes,770 LEXINGTON AVENUE,11th Fl,Manhattan,New York,10065,5,1,40.76308978,-73.96756154,108,4,11402,MN40,1013950017,1041920,POINT (-73.96756154 40.76308978)
Morgan Stanley - ISG - New York Metro - 1585 Broadway - Floor: 34,1585 BROADWAY,Floor: 34,Manhattan,New York,10036,2,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
Midwood High School,2839 Bedford Avenue,2nd Floor Room 269,Brooklyn,New York,11210,34,1,40.63322956,-73.95292894,314,45,77200,BK42,3075530041,3205788,POINT (-73.95292894 40.63322956)
I.S. R002 George L. Egbert,333 Midland Avenue,Main Entrance,Staten Island,New York,10306,10,1,40.57671819,-74.10072537,502,50,11202,SI45,5036960100,5053571,POINT (-74.10072537 40.57671819)
Morgan Stanley - ISG - New York Metro - Floor: 09,750 SEVENTH AVENUE,-,Manhattan,New York,10019,1,1,40.76074642,-73.98352505,105,3,12500,MN17,1010210026,1024795,POINT (-73.98352505 40.76074642)
Morgan Stanley - ISG - New York Metro - 750 7th Ave - Floor: 05,750 SEVENTH AVENUE,Floor: 5,Manhattan,New York,10019,1,1,40.76074642,-73.98352505,105,3,12500,MN17,1010210026,1024795,POINT (-73.98352505 40.76074642)
Mosaic Pre-K Center at 108-18 Roosevelt Avenue (Q422),108-18 Roosevelt Avenue,Main Entrance,Queens,New York,11368,6,1,40.75083661,-73.85830189,404,21,40100,QN26,4019960011,4607787,POINT (-73.85830189 40.75083661)
P.S. 026 Rufus King,195-02 69 Avenue,nurse office rm 318,Queens,New York,11365,12,1,40.73691411,-73.77798897,408,23,134700,QN41,4071170421,4153296,POINT (-73.77798897 40.73691411)
Bronx SDA Church,1695 WASHINGTON AVENUE,1st Floor,Bronx,New York,10457,0,0,40.84214145,-73.90081925,203,15,16500,BX01,2029060089,2009505,POINT (-73.90081925 40.84214145)
Academy for Excellence Through the Arts,68-60 110th Street,Security,Queens,New York,11375,11,1,40.72609251,-73.84350106,406,29,73900,QN17,4022180021,4607345,POINT (-73.84350106 40.72609251)
P.S. 004 Maurice Wollin,200 Nedra Lane,main entrance,Staten Island,New York,10312,9,1,40.55296711,-74.19459582,503,51,17010,SI48,5060250030,5079499,POINT (-74.19459582 40.55296711)
P.S. K315,2310 Glenwood Road,4TH FLOOR. outside 407,Brooklyn,New York,11210,4,1,40.63322477,-73.9546547,314,45,77200,BK42,3075510026,3205780,POINT (-73.9546547 40.63322477)
Archbishop Molloy,83-53 MANTON STREET,3rd Floor Hallway,Queens,New York,11435,48,1,40.71108883,-73.82050168,408,24,22001,QN35,4096640001,4206531,POINT (-73.82050168 40.71108883)
Passages Academy - Bronx Hope,108 West 174th Street,Main Entrance,Bronx,New York,10453,5,1,40.84702142,-73.91800233,205,14,21502,BX36,2028760008,2008794,POINT (-73.91800233 40.84702142)
Department of Citywide Administrative Services,80 CENTRE STREET,1ST FLOOR,Manhattan,New York,10007,2,1,40.71543977,-74.00189022,101,1,2900,MN27,1001660027,1001830,POINT (-74.00189022 40.71543977)
First Citizens Bank,11 WEST 42 STREET,-,Manhattan,New York,10036,1,5,40.75378267,-73.98159937,105,4,9600,MN17,1012580021,1034198,POINT (-73.98159937 40.75378267)
Neighborhood Charter School: Harlem,691 St. Nicholas Avenue,Fourth Floor Next to Elevator,Manhattan,New York,10031,4,1,40.8234465,-73.9450436,109,9,22700,MN04,1020507503,1090559,POINT (-73.9450436 40.8234465)
P369K - Coy L. Cox School (K369),383 State Street,main entrance,Brooklyn,New York,11217,15,1,40.68724981,-73.98357934,302,33,4100,BK38,3001720055,3000567,POINT (-73.98357934 40.68724981)
One Madison Group LLC,888 SEVENTH AVENUE,40th Floor,Manhattan,New York,10106,0,1,40.76500854,-73.98041579,105,6,13700,MN17,1010280029,1024895,POINT (-73.98041579 40.76500854)
Astor Collegiate Academy,925 Astor Avenue,Main Entrance,Bronx,New York,10469,4,1,40.85965827,-73.86100465,211,13,32400,BX07,2043580001,2050179,POINT (-73.86100465 40.85965827)
Stuyvesant High School,345 Chambers Street,5th Floor Outside Elevator Bank,Manhattan,New York,10282,17,1,40.71769239,-74.01398957,101,1,31703,MN25,1000160215,1084587,POINT (-74.01398957 40.71769239)
Vornado Office Management LLC,150 EAST 58 STREET,Lobby / security desk,Manhattan,New York,10155,4,1,40.76139645,-73.96819409,106,4,11203,MN19,1013120041,1036915,POINT (-73.96819409 40.76139645)
U. S. Postal Service,341 NINTH AVENUE,2nd thru 10 floors,Manhattan,New York,10199,182,11,40.75052336,-73.99840112,104,3,9700,MN13,1007270001,1012831,POINT (-73.99840112 40.75052336)
The Urban Assembly School for Law and Justice,283 Adams Street,Outside Room 158,Brooklyn,New York,11201,8,1,40.69467506,-73.98885333,302,33,1100,BK38,3001400010,3331741,POINT (-73.98885333 40.69467506)
Richmond Preparatory Charter School,1 Teleport Drive,cc 3 _ 5 the Fl,Staten Island,New York,10311,7,1,40.60426617,-74.17846815,502,50,29103,SI05,5021650170,5146615,POINT (-74.17846815 40.60426617)
Hearst Corporation,300 West 57th Street,"3rd Floor, Cafe",Manhattan,New York,10019,39,1,40.76643902,-73.98332508,104,6,13900,MN15,1010477502,1025451,POINT (-73.98332508 40.76643902)
DREAM Charter High School,20 Bruckner Boulevard,3rd floor,Bronx,New York,10454,0,1,40.80735885,-73.92876185,201,8,1900,BX39,2023087501,2094009,POINT (-73.92876185 40.80735885)
Morgan Stanley - ISG - New York Metro - 1 NY Plaza - Floor: 3,1 NEW YORK PLAZA,-,Manhattan,New York,10004,1,1,40.70253319,-74.01256178,101,1,900,MN25,1000047501,1000005,POINT (-74.01256178 40.70253319)
The Eagle Academy for Young Men of Staten Island - Annex (R082),104 Gordon Street,Main Entrance,Staten Island,New York,10304,12,1,40.62425592,-74.08266675,501,49,2100,SI37,5005430017,5106870,POINT (-74.08266675 40.62425592)
Three World Trade Center,175 Greenwich Street,14th Fl./Locker Bay,Manhattan,New York,10019,17,1,40.71096789,-74.01235777,101,1,1300,MN25,1000580001,1088797,POINT (-74.01235777 40.71096789)
Lincoln Center Theater,150 West 65th Street,Vivian Beaumont Lobby,Manhattan,New York,10023,25,1,40.7738692,-73.98423306,107,6,14900,MN14,1011340025,1028832,POINT (-73.98423306 40.7738692)
P.S. 123 Queens,145-01 119 Avenue,Outside 3rd floor gym,Queens,New York,11436,5,1,40.67828823,-73.79562008,412,28,18402,QN76,4120190010,4260828,POINT (-73.79562008 40.67828823)
"US Smithsonian Institution, DC, HQ - National Museum of American Indian",1 BOWLING GREEN,-,Manhattan,New York,10004,3,2,40.70428703,-74.01323656,101,1,900,MN25,1000120001,1000042,POINT (-74.01323656 40.70428703)
Bronx Charter School for Excellence 5 [Grades K-2],1946 Bathgate Avenue,Outside Room 402,Bronx,New York,10457,0,1,40.8477151,-73.89667231,206,15,39500,BX01,2030430050,2011434,POINT (-73.89667231 40.8477151)
Urban Assembly New York Harbor School,"10 South Street, Slip 7",main entrance,Manhattan,New York,10004,9,1,40.70142167,-74.01155174,101,1,900,MN25,1000020002,1000003,POINT (-74.01155174 40.70142167)
Ampark Neighborhood Program,3961 HILLMAN AVENUE,Main Entrance -Ampark,Bronx,New York,10463,22,1,40.88289206,-73.89125427,208,11,28100,BX28,2032520182,2015472,POINT (-73.89125427 40.88289206)
Wildlife Conservation Society,830 5 AVENUE,CPZ Dancing Crane,Manhattan,New York,10021,20,1,40.76770452,-73.97051599,164,6,14300,MN99,1011110001,1083811,POINT (-73.97051599 40.76770452)
Con Edison - HazMat Trailer,48-82 VERNON BOULEVARD,-,Queens,New York,11101-5617,1,1,40.74359728,-73.95381782,402,26,700,QN31,NA,NA,POINT (-73.95381782 40.74359728)
P.S. 80 The Thurgood Marshall Magnet School of Multimedia and Communication,171-05 137 Avenue,outside room 230,Queens,New York,11434,8,1,40.67281174,-73.76925197,412,28,33402,QN02,4124950166,4270056,POINT (-73.76925197 40.67281174)
Leadership and Public Service High School,90 Trinity Place,outside room 1203,Manhattan,New York,10006,6,1,40.70872267,-74.0123321,101,1,1300,MN25,1000510015,1001035,POINT (-74.0123321 40.70872267)
High School for Health Professions and Human Services,345 EAST 15 STREET,Outside 315,Manhattan,New York,10003,65,1,40.73243962,-73.98303053,106,2,4800,MN21,1009220008,1020419,POINT (-73.98303053 40.73243962)
P.S. 140 Nathan Straus,123 RIDGE STREET,MAIN ENTRANCE,Manhattan,New York,10002,23,1,40.71924279,-73.98305555,103,1,2201,MN28,1003440001,1004091,POINT (-73.98305555 40.71924279)
Morgan Stanley - ISG - New York Metro - 1585 Broadway - Floor: 4,1585 BROADWAY,-,Manhattan,New York,10036,9,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
"Japanese Medical Care, PLLC",315 MADISON AVENUE,Floor 17,Manhattan,New York,10017,8,1,40.7526542,-73.97937634,105,4,8200,MN20,1012760051,1035336,POINT (-73.97937634 40.7526542)
American Museum of Natural History,200 CENTRAL PARK WEST,3,Manhattan,New York,10016,43,1,40.78130521,-73.972254,107,6,16500,MN12,1011300001,1083846,POINT (-73.972254 40.78130521)
Bronx Charter School for Children - Middle School,423 East 138th Street,gym ground floor,Bronx,New York,10454,17,1,40.80869382,-73.92190052,201,8,3900,BX39,2022830088,2101568,POINT (-73.92190052 40.80869382)
P.S. 207 Rockwood Park,159-15 88 Street,Main Entrance,Queens,New York,11414,15,1,40.65808094,-73.84443252,410,32,89200,QN57,4140090060,4293311,POINT (-73.84443252 40.65808094)
